,row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr,poverty_rate,prediction_label
360,707,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.418,0.103,0.26,0.089,0.5,0.248,0.146,0.021,0.318,0.65,0,0.006,0.2241206,0.4150754,0.20904523,0.15175879,11,9,0.346,0.232,0.135,0.109,,0.306,13,,48.11,7239,,b,26.8,26.79999924
361,708,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.418,0.049,0.286,0.122,0.499,0.242,0.178,0.205,0.031,0.744,0.008,0.006,0.14071856,0.38023952,0.29740518,0.18163672,12,13,0.326,0.266,0.102,0.088,,0.293,10,3.12,19.59,2809,1729,b,17.7,17.70000076
362,709,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.398,0.047,0.307,0.136,0.494,0.237,0.166,0.052,0.014,0.738,0.14,0,0.15741675,0.33905146,0.29566094,0.20787084,14,12,0.325,0.269,0.122,0.08,0.084,0.292,10,5.67,25.89,2779,2529,b,20,20
363,710,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.432,0.05,0.238,0.071,0.509,0.246,0.174,0.028,0.066,0.892,0.011,0,0.21450152,0.3997986,0.25478348,0.13091642,12,12,0.358,0.281,0.123,0.088,0.111,0.329,14,,24.05,3350,2660,a,16.2,17.92800015
364,712,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.495,0.041,0.182,0.095,0.499,0.224,0.166,0.021,0.007,0.967,0,0.001,0.11717172,0.42727274,0.27272728,0.18282828,11,9,0.336,0.309,0.11,0.059,,0.296,13,,28.74,,1839,a,12.3,11.554
365,713,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.352,0.044,0.294,0.121,0.363,0.203,0.116,0.472,0.058,0.465,0.011,0.001,0.3998006,0.28713858,0.21934198,0.09371884,10,9,0.325,,0.088,0.106,,0.284,9,,,8520,6559,b,29.1,29.10000038
366,714,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.504,0.066,0.287,0.15,0.477,0.224,0.117,0.052,0.015,0.654,0.142,0.083,0.08134921,0.33035713,0.3452381,0.24305555,13,5,0.28,0.217,0.078,0.059,0.218,0.204,,,,1710,1050,a,10.7,10.69999981
367,715,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.56,0.05,0.208,0.103,0.514,0.237,0.188,0.085,0.008,0.905,0.005,0.008,0.10810811,0.44444445,0.2962963,0.15115115,11,12,0.325,0.217,0.109,0.083,0.12,0.275,13,,21.41,3050,2219,a,11.9,11.89999962
368,716,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.482,0.029,0.366,0.285,0.492,0.292,0.145,0.4,0,0.586,0.008,0.007,0.26565656,0.27676767,0.25151515,0.2060606,13,14,0.299,,0.089,0.074,,0.276,11,,,,,b,13.7,14.15800006
369,719,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.45,0.054,0.202,0.046,0.534,0.188,0.152,0.028,0.278,0.634,0.002,0.025,0.11776447,0.256487,0.2984032,0.3273453,15,10,0.292,0.242,0.114,0.081,0.169,0.24,13,1.7,9.38,970,809,a,22.2,22.20000076
370,720,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.548,0.035,0.186,0.098,0.502,0.197,0.268,0.018,0.004,0.969,0.004,0.004,0.075,0.351,0.376,0.198,10,16,0.284,0.178,0.118,0.06,0.192,0.308,11,,,4820,1210,a,11.4,11.39999962
371,721,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.513,0.042,0.211,0.057,0.521,0.216,0.125,0.023,0.048,0.901,0.004,0.014,0.14242728,0.29588765,0.27281845,0.2888666,11,8,0.29,0.216,0.095,0.095,0.074,0.275,13,2.8,14.74,2439,1540,a,17.9,17.89999962
372,723,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.373,0.06,0.289,0.132,0.519,0.187,0.272,0.104,0.125,0.724,0.006,0.014,0.14056225,0.37048194,0.312249,0.17670682,10,14,0.309,0.205,0.132,0.078,0.138,0.29,11,4.8,20.07,2809,1889,a,19.1,19.10000038
373,726,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.587,0.027,0.134,0.052,0.519,0.231,0.185,0.044,0,0.944,0.005,0.005,0.06804734,0.3244576,0.36193293,0.24556214,14,9,0.308,0.164,0.069,0.08,0.178,0.258,12,,,3280,3290,b,10.3,10.30000019
374,727,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.521,0.07,0.266,0.096,0.52,0.254,0.126,0.039,0.338,0.605,0,0.017,0.1550856,0.35750252,0.29305136,0.19436052,13,9,0.299,0.153,0.146,0.112,0.099,0.307,13,3.41,16.65,1900,1990,b,18.9,18.89999962
375,731,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.517,0.055,0.188,0.08,0.51,0.219,0.2,0.012,0.031,0.942,0,0.002,0.136,0.4,0.292,0.172,9,9,0.324,0.251,0.122,0.087,,0.333,14,,,,,b,13,13.82300006
376,735,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.543,0.04,0.23,0.12,0.401,0.196,0.182,0.05,0.04,0.852,0.038,0.016,0.11964108,0.40478563,0.27716848,0.19840479,10,6,0.339,0.205,0.13,0.077,,0.386,10,,34.51,1940,5660,a,14.8,14.75400018
377,737,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.445,0.043,0.126,0.06,0.493,0.206,0.225,0.012,0.016,0.963,0,0.004,0.0715005,0.37260824,0.3716012,0.18429004,11,15,0.311,0.225,0.113,0.069,0.276,0.279,11,,26.2,2130,1199,b,13.5,13.5
378,740,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.509,0.045,0.15,0.046,0.513,0.224,0.156,0.01,0.032,0.907,0,0.002,0.11211211,0.37237236,0.3133133,0.2022022,12,10,0.312,0.179,0.104,0.068,0.171,0.241,10,0.9,10,1950,1369,a,14.8,11.45900003
379,741,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.428,0.051,0.149,0.053,0.445,0.179,0.155,0.052,0.055,0.855,0,0.01,0.16450648,0.4117647,0.21834497,0.20538385,9,8,0.282,0.223,0.109,0.062,0.127,0.248,13,,12.42,1720,1150,a,12.1,12.10000038
380,742,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Mining-dependent,0.616,0.031,0.244,0.132,0.46,0.19,0.096,0.093,0.005,0.882,0.027,0.003,0.04885344,0.17946161,0.23629113,0.53539383,8,4,0.158,0.146,0.04,0.099,0.26,0.122,12,,10.26,2580,1709,a,12.4,12.33600008
381,745,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.518,0.046,0.208,0.077,0.511,0.236,0.14,0.057,0.141,0.756,0.004,0.02,0.111222446,0.27855712,0.31262526,0.2975952,12,8,0.307,0.204,0.11,0.076,0.147,0.24,13,5,18.73,2460,1649,a,13,13.20300005
382,750,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.392,0.091,0.279,0.106,0.53,0.245,0.179,0,0.352,0.638,0.009,0.008,0.1984127,0.35416666,0.31646827,0.13095239,11,13,0.355,0.181,0.129,0.12,0.101,0.369,13,,48.13,5529,4179,b,20.9,20.89999962
383,755,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.409,0.061,0.236,0.076,0.51,0.235,0.184,0.016,0.12,0.846,0,0.008,0.142,0.444,0.263,0.151,10,11,0.357,0.22,0.147,0.091,,0.319,12,,23.54,,8620,a,17.6,17.60000038
384,757,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.389,0.067,0.198,0.061,0.509,0.229,0.155,0.01,0.028,0.93,0.014,0.007,0.18018018,0.4014014,0.27027026,0.14814815,11,12,0.368,0.335,0.118,0.083,0.154,0.286,13,8.2,16.83,3119,1699,a,22.5,22.5
385,758,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.417,0.092,0.229,0.069,0.522,0.264,0.164,0.059,0.101,0.824,0.002,0.003,0.26794744,0.38119313,0.2355915,0.11526795,14,13,0.349,0.309,0.116,0.116,,0.402,13,3.43,31.9,4060,1680,b,29.7,27.67599989
386,759,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.44,0.173,0.327,0.086,0.505,0.257,0.208,0.628,0.007,0.324,0.031,0.007,0.3153153,0.3083083,0.25725725,0.11911912,17,12,0.254,0.187,0.099,0.077,0.174,0.231,10,7.7,19.39,3080,2080,a,31.2,31.20000076
387,760,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.313,0.078,0.257,0.176,0.502,0.277,0.244,0.067,0.005,0.914,0.012,0.004,0.16080402,0.40201005,0.26130652,0.1758794,13,27,0.246,,0.102,,,0.285,11,,,,,b,18.2,18.20000076
388,761,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.492,0.04,0.213,0.11,0.516,0.265,0.13,0.062,0.118,0.749,0.008,0.034,0.1030303,0.2979798,0.32626262,0.27272728,14,9,0.32,0.209,0.108,0.086,0.171,0.235,13,5.4,8.32,1720,1580,a,15,15
389,762,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.578,0.03,0.183,0.079,0.508,0.189,0.233,0.032,0.005,0.952,0.007,0.002,0.09571286,0.33200398,0.35194418,0.22033899,8,18,0.288,0.28,0.108,,0.144,0.272,12,,42.99,3279,3230,b,12.7,12.69999981
390,767,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.473,0.043,0.146,0.047,0.493,0.259,0.122,0.191,0.094,0.67,0.009,0.027,0.11178248,0.28902316,0.30715004,0.2920443,13,7,0.245,0.196,0.112,0.072,0.21,0.245,11,3.2,9.46,1530,1399,a,11.6,11.60000038
391,770,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.388,0.035,0.205,0.118,0.413,0.194,0.187,0.13,0.058,0.799,0.017,0.013,0.20262097,0.42137095,0.22782259,0.14818548,12,10,0.242,0.245,0.09,0.084,0.089,0.212,14,,33.96,1079,1809,a,19.3,19.29999924
392,772,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.5,0.043,0.196,0.082,0.488,0.213,0.094,0.076,0.045,0.79,0.001,0.069,0.09628887,0.25877634,0.29588765,0.34904715,13,6,0.257,0.155,0.085,0.07,0.173,0.254,14,1.4,8.2,2299,1470,a,19.1,19.10000038
393,773,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.286,0.139,0.27,0.045,0.505,0.189,0.166,0.006,0.093,0.888,0.003,0.006,0.35658154,0.43713164,0.15717092,0.049115915,12,16,0.365,0.351,0.167,0.119,0.096,0.428,13,13.68,28.23,3630,2409,b,35.2,35.20000076
394,774,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.509,0.046,0.148,0.058,0.515,0.235,0.166,0.016,0.025,0.929,0,0.017,0.10989011,0.36963037,0.31568432,0.20479521,12,10,0.316,0.18,0.108,0.082,0.171,0.259,13,1.7,11.15,2110,1940,a,11.1,11.10000038
395,781,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.546,0.046,0.13,0.095,0.503,0.213,0.26,0.018,0.012,0.915,0.046,0,0.09638554,0.35240963,0.37951806,0.17168675,9,12,0.299,,0.106,0.046,,0.271,12,,,3439,3449,a,14.6,11.19599997
396,782,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.446,0.083,0.223,0.069,0.521,0.223,0.164,0.015,0.588,0.384,0.001,0,0.19625247,0.3974359,0.2623274,0.14398423,9,13,0.388,0.164,0.16,0.118,0.124,0.344,12,9.67,38.54,7919,2609,b,22.5,24.22699986
397,784,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.48,0.045,0.343,0.187,0.505,0.221,0.201,0.023,0,0.854,0.089,0,0.085255764,0.38014042,0.34704113,0.18756269,14,9,0.265,0.161,0.09,0.049,0.182,0.284,11,,37.4,4170,4120,a,16.2,14.93899993
398,785,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.381,0.113,0.258,0.07,0.542,0.289,0.125,0.018,0.741,0.221,0.005,0,0.23146293,0.2745491,0.31062123,0.18336673,17,12,0.484,0.237,0.166,0.179,0.12,0.37,12,27.92,30.56,2390,1609,b,35.2,35.20000076
399,787,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.461,0.046,0.346,0.199,0.482,0.207,0.223,0.035,0,0.926,0.007,0.008,0.07801419,0.42451873,0.29483283,0.20263425,10,8,0.277,,0.091,,0.16,0.272,11,,,,830,a,18.9,17.50800026
400,788,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.418,0.074,0.235,0.058,0.507,0.217,0.18,0.028,0.028,0.926,0.005,0.007,0.20325203,0.42682928,0.24796748,0.12195122,12,12,0.357,0.355,0.124,0.08,,0.331,13,5.93,27.01,2530,2989,b,20.9,19.99899993
401,790,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.533,0.023,0.178,0.109,0.508,0.231,0.19,0.019,0.002,0.945,0.008,0.007,0.07366297,0.24419779,0.4591322,0.22300707,12,6,0.296,0.19,0.097,,0.201,0.324,10,,,,,a,10.2,10.19999981
402,791,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.988,0.015,0.164,0.104,0.47,0.2,0.154,0.013,0.002,0.85,0.123,0.013,0.09227683,0.33801404,0.37512538,0.19458374,14,5,0.283,0.128,0.099,,0.222,0.346,10,,44.37,,,b,9.6,9.600000381
403,792,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.499,0.091,0.133,0.088,0.507,0.209,0.216,0.014,0,0.938,0.023,0.008,0.1049445,0.37235117,0.34106964,0.18163471,8,12,0.306,0.17,0.11,0.057,0.196,0.231,11,,14.73,2680,2639,b,15,15
404,793,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.435,0.085,0.209,0.061,0.516,0.241,0.153,0.022,0.079,0.883,0.004,0.002,0.20357497,0.3962264,0.27110228,0.12909633,12,11,0.362,0.258,0.114,0.102,,0.347,14,,28.93,3529,3099,b,18.7,18.70000076
405,795,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.404,0.065,0.231,0.089,0.509,0.22,0.212,0.015,0.084,0.887,0,0.003,0.17817818,0.2982983,0.35235235,0.17117117,10,13,0.334,0.273,0.123,0.088,0.154,0.346,15,,26.63,4840,2380,b,15.5,15.5
406,801,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.528,0.043,0.175,0.106,0.484,0.206,0.212,0.033,0.003,0.955,0.011,0.005,0.11021233,0.3356926,0.36501518,0.18907988,14,6,0.324,0.149,0.107,,0.189,0.306,10,,,,,b,14.6,14.60000038
407,802,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.493,0.035,0.199,0.09,0.499,0.23,0.112,0.073,0.039,0.737,0.045,0.038,0.08838133,0.2691162,0.3326713,0.30983117,11,7,0.297,0.211,0.091,0.071,0.157,0.234,10,2.7,8.43,2360,1960,a,11.8,11.80000019
408,803,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.493,0.061,0.235,0.082,0.514,0.223,0.131,0.069,0.319,0.536,0.005,0.038,0.115,0.249,0.296,0.34,12,8,0.267,0.177,0.1,0.099,0.125,0.233,13,6.19,13.07,1949,1339,b,17.9,17.3569999
409,804,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.399,0.109,0.196,0.075,0.452,0.198,0.186,0.002,0.082,0.748,0.132,0.007,0.172,0.446,0.256,0.126,9,13,0.32,0.237,0.123,0.061,0.221,0.213,10,,,1929,970,b,16.5,19.763
410,806,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.456,0.064,0.312,0.107,0.512,0.263,0.161,0.104,0.235,0.632,0.008,0.008,0.25929648,0.34572864,0.24221106,0.15276381,11,11,0.327,0.277,0.117,0.089,,0.294,13,,21.39,10929,2220,a,28.4,28.39999962
411,807,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Recreation,0.376,0.076,0.27,0.066,0.505,0.192,0.242,0.012,0.001,0.948,0.003,0,0.14228457,0.39378756,0.29158318,0.17234468,8,14,0.285,0.272,0.13,0.092,,0.302,12,,35.25,2899,1519,b,15.4,18.0120002
412,810,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Mining-dependent,0.451,0.054,0.232,0.097,0.51,0.237,0.179,0.06,0.02,0.816,0.057,0,0.1402439,0.38109756,0.29674798,0.18191057,12,13,0.308,0.212,0.13,0.082,0.101,0.321,10,3.4,23.06,2040,1649,a,15.3,16.14400012
413,811,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.387,0.102,0.319,0.102,0.506,0.239,0.16,0.051,0.12,0.823,0.001,0.008,0.19238476,0.38276553,0.30360723,0.121242486,13,10,0.301,0.288,0.125,0.098,0.126,0.309,12,,26.2,6449,4840,b,26,23.26599987
414,813,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.433,0.078,0.231,0.061,0.521,0.234,0.14,0.018,0.303,0.658,0.005,0.005,0.2715431,0.39278558,0.2254509,0.11022044,11,10,0.333,0.197,0.124,0.123,0.118,0.318,11,5.1,28.05,11610,5779,b,18.3,18.29999924
415,814,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.466,0.07,0.316,0.14,0.514,0.254,0.148,0.108,0.264,0.623,0.008,0.012,0.26512095,0.34173387,0.2358871,0.15725806,14,12,0.318,0.282,0.116,0.066,,0.278,13,,27.48,11410,5629,b,29.2,24.64199985
416,816,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.417,0.069,0.234,0.074,0.505,0.231,0.182,0.028,0.151,0.791,0.002,0.008,0.25,0.3634538,0.2931727,0.09337349,11,13,0.357,0.262,0.151,0.115,,0.392,13,,19.32,6829,2770,b,18.9,18.89999962
417,817,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.463,0.028,0.355,0.139,0.486,0.275,0.117,0.363,0.104,0.477,0.014,0.045,0.23689516,0.27721775,0.3356855,0.15020162,16,10,0.329,0.225,0.098,0.095,0.148,0.315,10,7.9,19,2060,1240,a,22.7,22.70000076
418,822,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.505,0.023,0.14,0.086,0.501,0.226,0.22,0.03,0,0.932,0.006,0.006,0.12861416,0.2891326,0.3120638,0.27018943,12,13,0.341,0.155,0.115,0.058,0.262,0.264,10,,,2619,2629,a,11.1,11.10000038
419,825,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.478,0.061,0.185,0.066,0.505,0.24,0.151,0.054,0.017,0.919,0.003,0.01,0.124117054,0.4803229,0.26841575,0.12714429,12,10,0.342,0.311,0.105,0.069,0.256,0.332,13,,16.44,3269,2369,a,13.4,13.86299998
420,826,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.44,0.048,0.327,0.164,0.5,0.239,0.103,0.294,0.245,0.44,0.016,0.008,0.222668,0.3089268,0.27582747,0.19257773,14,6,0.315,,0.098,0.08,,0.266,8,7.9,20.87,6449,8870,a,16.1,17.03899978
421,827,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.502,0.059,0.234,0.037,0.516,0.231,0.133,0.24,0.247,0.437,0.007,0.068,0.14975369,0.23546799,0.25714287,0.35763547,13,8,0.257,0.177,0.098,0.087,0.214,0.216,13,10.9,6.62,1250,1080,a,16.5,16.5
422,833,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.381,0.099,0.247,0.166,0.501,0.187,0.256,0.138,0.014,0.786,0.026,0.019,0.1543895,0.35116044,0.3652876,0.12916246,9,16,0.301,0.261,0.107,0.105,0.152,0.285,12,6.4,44.8,4330,2399,b,17,19.32500034
423,836,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.446,0.072,0.182,0.045,0.518,0.243,0.154,0.033,0.152,0.809,0.004,0.011,0.165,0.409,0.239,0.187,12,10,0.327,0.335,0.128,0.123,0.091,0.366,14,4.6,17.71,2010,1530,a,22.6,22.60000038
424,837,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.519,0.053,0.179,0.064,0.495,0.242,0.112,0.101,0.025,0.736,0.01,0.094,0.08540218,0.24230388,0.367428,0.30486593,13,7,0.298,0.159,0.077,0.062,0.177,0.201,11,1.33,8.16,1609,1909,b,10,10
425,838,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Recreation,0.368,0.081,0.184,0.074,0.504,0.15,0.289,0.039,0.013,0.901,0.018,0.015,0.052683897,0.22862823,0.3449304,0.37375745,6,11,0.256,0.155,0.102,0.051,0.153,0.171,11,,16.13,1899,1190,b,14.8,14.80000019
426,841,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.416,0.089,0.142,0.037,0.472,0.211,0.182,0.016,0.026,0.935,0.013,0.002,0.14891519,0.41814595,0.3067061,0.12623274,10,12,0.257,0.185,0.087,0.073,0.159,0.23,12,,18.35,1680,2130,b,17.4,16.82599998
427,847,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Farm-dependent,0.459,0.06,0.327,0.143,0.512,0.233,0.186,0.102,0.02,0.851,0.009,0.002,0.17605634,0.3581489,0.30885312,0.15694165,11,11,0.325,0.213,0.129,0.074,0.105,0.338,10,5.76,35.65,3790,7530,b,16.3,16.29999924
428,849,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.411,0.078,0.322,0.113,0.48,0.256,0.12,0.107,0.283,0.606,0,0.008,0.22709164,0.3864542,0.24601594,0.14043824,15,8,0.3,0.211,0.114,0.111,0.121,0.313,12,6.61,23.65,3870,1860,b,28.7,28.70000076
429,852,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.471,0.073,0.162,0.045,0.534,0.218,0.125,0.054,0.628,0.284,0,0.034,0.17943548,0.28830644,0.24193548,0.29032257,14,10,0.338,0.235,0.127,0.117,0.175,0.288,13,30.7,7.79,1749,1070,a,22.3,22.29999924
430,855,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.48,0.057,0.159,0.059,0.513,0.242,0.144,0.248,0.085,0.464,0.014,0.161,0.115,0.18,0.312,0.393,11,7,0.211,0.114,0.084,0.077,0.178,0.163,8,8.8,7.14,1249,1049,a,10.7,10.69999981
