row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr,poverty_rate
1951,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.228,0.051,0.216,0.102,0.294,0.132,0.12,0.29,0.092,0.573,0.033,0.006,0.165656566,0.385858586,0.339393939,0.109090909,5,8,0.246,0.145,0.063,0.099,,0.236,14,,33.26,,2859,b,40
1954,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Recreation,0.425,0.058,0.206,0.05,0.514,0.222,0.178,0.044,0.087,0.823,0.005,0.007,0.105986261,0.291462218,0.314033366,0.288518155,11,10,0.251,0.215,0.126,0.092,0.173,0.252,13,3.3,15.57,2140,1319,a,13.2
1959,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.439,0.062,0.364,0.131,0.455,0.229,0.176,0.249,0.1,0.633,0.011,0.004,0.288732394,0.377263582,0.229376258,0.104627767,13,11,0.333,0.206,0.104,0.101,0.112,0.318,11,4.8,24.09,2800,2189,a,23
1960,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Recreation,0.46,0.082,0.166,0.065,0.484,0.183,0.186,0.011,0.023,0.955,0,0.001,0.131372549,0.490196078,0.22745098,0.150980392,9,12,0.308,0.224,0.094,0.069,0.198,0.275,13,2.18,19.01,2469,2269,b,13.3
1961,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.416,0.076,0.162,0.122,0.473,0.281,0.121,0.472,0.002,0.477,0.04,0.003,0.133198789,0.376387487,0.374369324,0.1160444,16,5,0.361,0.204,0.093,0.07,0.191,0.25,10,,31.16,4520,2199,a,10.1
1962,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.598,0.05,0.11,0.054,0.499,0.221,0.21,0.023,0.01,0.956,0,0.002,0.080321285,0.359437751,0.34939759,0.210843374,11,13,0.336,0.17,0.101,0.078,0.118,0.302,9,,21.68,7270,2450,b,12.4
1964,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.503,0.046,0.194,0.089,0.503,0.235,0.137,0.051,0.072,0.842,0,0.016,0.121730382,0.337022133,0.334004024,0.207243461,13,10,0.291,0.255,0.134,0.074,0.159,0.339,13,2.7,10.39,2969,2329,a,10.2
1965,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.501,0.049,0.28,0.133,0.509,0.254,0.15,0.071,0.014,0.709,0.205,0.007,0.090188305,0.317145689,0.380574827,0.212091179,14,11,0.242,0.217,0.095,0.08,0.162,0.242,11,12.8,43.85,1569,1170,a,13
1966,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.259,0.095,0.209,0.067,0.447,0.21,0.13,0.036,0.073,0.888,0.001,0.009,0.278769841,0.39781746,0.258928571,0.064484127,10,10,0.372,0.379,0.12,0.156,0.133,0.36,13,,31.79,6320,3180,a,38.8
1967,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.38,0.068,0.254,0.105,0.509,0.212,0.207,0.008,0.013,0.969,0.002,0,0.201207244,0.421529175,0.280684105,0.096579477,12,12,0.299,0.26,0.105,0.095,,0.32,10,,30.33,3370,,a,22.9
1969,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.484,0.059,0.293,0.148,0.512,0.199,0.217,0.2,0.17,0.594,0.007,0.02,0.114919355,0.25,0.293346774,0.341733871,10,10,0.213,0.142,0.096,0.092,0.148,0.232,10,6.13,14.13,1519,1280,b,14.8
1971,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.45,0.074,0.243,0.063,0.519,0.245,0.151,0.012,0.006,0.959,0.004,0.003,0.217,0.391,0.263,0.129,13,13,0.351,0.3,0.129,0.085,0.078,0.357,13,,38.96,3640,1450,b,19.9
1973,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.413,0.149,0.343,0.119,0.5,0.353,0.103,0.02,0,0.205,0.752,0.001,0.154002026,0.356636272,0.350557244,0.138804458,28,11,0.418,0.341,0.165,0.061,0.202,0.352,10,,55.08,5549,2709,b,27.7
1974,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.445,0.063,0.287,0.103,0.523,0.237,0.177,0.029,0.388,0.56,0.015,0.006,0.179207921,0.379207921,0.302970297,0.138613861,12,14,0.394,0.239,0.167,0.104,0.102,0.326,13,15.5,32.85,4190,1810,a,23.1
1975,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.5,0.05,0.188,0.087,0.506,0.241,0.137,0.056,0.068,0.853,0,0,0.131,0.339,0.331,0.199,13,10,0.316,0.257,0.1,0.075,0.152,0.314,14,1.3,11.1,2979,2059,b,9.8
1976,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.474,0.056,0.216,0.09,0.514,0.266,0.118,0.064,0.117,0.764,0.002,0.025,0.103517588,0.294472362,0.331658292,0.270351759,14,8,0.316,0.209,0.103,0.088,0.171,0.251,13,6.6,7.56,1789,1629,b,15.6
1979,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.476,0.083,0.164,0.063,0.515,0.21,0.172,0.005,0.008,0.965,0.001,0,0.128230616,0.41749503,0.306163022,0.148111332,10,12,0.33,0.252,0.12,0.08,0.156,0.282,10,,17.85,5259,1849,b,17.6
1980,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.464,0.049,0.194,0.087,0.499,0.164,0.11,0.035,0.039,0.861,0.009,0.054,0.072301426,0.221995927,0.254582485,0.451120163,9,6,0.225,0.174,0.085,0.076,0.169,0.193,14,2.9,7.4,2080,1759,a,24
1981,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.469,0.063,0.235,0.056,0.52,0.235,0.126,0.221,0.388,0.333,0.005,0.056,0.158524427,0.286141575,0.219341974,0.335992024,13,8,0.265,0.148,0.114,0.103,0.145,0.282,11,15.8,5.39,1109,1180,a,15.9
1985,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.473,0.053,0.298,0.113,0.505,0.252,0.122,0.61,0.03,0.323,0,0.022,0.187438665,0.288518155,0.320902846,0.203140334,14,8,0.299,0.262,0.1,0.088,0.277,0.248,9,5.04,12.25,2180,1359,b,17.2
1986,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.394,0.089,0.28,0.076,0.461,0.22,0.127,0.056,0.561,0.364,0,0.003,0.351351351,0.326326326,0.242242242,0.08008008,11,10,0.386,0.194,0.124,0.173,0.087,0.339,12,11.15,43,5839,5099,b,37.8
1987,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.442,0.054,0.261,0.078,0.478,0.225,0.152,0.028,0.122,0.846,0.007,0.006,0.218905473,0.431840796,0.226865672,0.12238806,12,11,0.358,0.268,0.119,0.081,,0.297,10,,29.4,8080,1659,b,17.9
1988,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Recreation,0.413,0.065,0.269,0.103,0.503,0.181,0.206,0.015,0.355,0.62,0.002,0.005,0.190380762,0.351703407,0.323647295,0.134268537,8,10,0.305,0.3,0.136,0.096,,0.299,13,,23.67,6999,6910,a,24.8
1989,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.455,0.059,0.176,0.07,0.519,0.202,0.183,0.022,0.014,0.96,0,0.004,0.106614018,0.416584403,0.307008885,0.169792695,10,11,0.319,0.198,0.114,0.078,0.11,0.29,13,,14.37,2629,1430,b,16.2
1990,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.467,0.063,0.209,0.064,0.51,0.236,0.147,0.108,0.03,0.82,0.022,0.012,0.132206759,0.337972167,0.337972167,0.191848907,12,10,0.324,0.208,0.131,0.078,0.193,0.256,13,1.7,15.9,2789,1749,a,16.2
1991,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.286,0.137,0.297,0.173,0.493,0.293,0.126,0.064,0.002,0.192,0.734,0,0.239108409,0.331306991,0.321175279,0.108409321,14,9,0.32,0.182,0.152,0.073,0.133,0.226,10,13.7,57.35,1489,2920,a,38.4
1993,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.489,0.051,0.24,0.066,0.517,0.217,0.142,0.06,0.274,0.619,0.012,0.017,0.15984016,0.305694306,0.301698302,0.232767233,15,11,0.363,0.263,0.115,0.099,0.129,0.27,13,8.2,8.95,1639,1259,a,21.5
1997,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Mining-dependent,0.521,0.072,0.182,0.181,0.466,0.232,0.146,0.124,0,0.836,0.033,0.017,0.092428712,0.350049164,0.334316618,0.223205506,8,7,0.254,,0.077,,,0.244,13,,,999,1969,b,9.9
1999,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.555,0.038,0.098,0.033,0.515,0.251,0.139,0.013,0.016,0.954,0.007,0.005,0.03718593,0.325628141,0.344723618,0.292462312,11,8,0.31,0.139,0.078,0.066,0.209,0.306,10,,15.68,3230,1659,b,6.8
2000,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.559,0.013,0.394,0.184,0.49,0.323,0.087,0.429,0.02,0.527,0.02,0.009,0.256825076,0.326592518,0.301314459,0.115267947,19,3,0.299,,0.095,0.077,,0.258,11,,28.15,3519,1740,a,11.4
2004,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.546,0.06,0.126,0.082,0.513,0.214,0.229,0.02,0.003,0.965,0.002,0.002,0.064814815,0.341563786,0.405349794,0.188271605,13,12,0.263,,0.083,0.053,,0.25,13,,,6049,2990,b,10.7
2006,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.481,0.066,0.14,0.046,0.511,0.231,0.154,0.053,0.034,0.913,0.001,0.009,0.107178969,0.365015167,0.32760364,0.200202225,10,9,0.318,0.21,0.094,0.079,0.156,0.227,12,,12.04,2300,2829,b,13.2
2007,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.435,0.081,0.207,0.07,0.514,0.208,0.207,0.018,0.363,0.603,0,0.01,0.206349206,0.364087302,0.275793651,0.153769841,11,14,0.321,0.207,0.143,0.11,0.105,0.31,12,5.68,30.67,2809,1890,b,18.4
2008,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.471,0.048,0.233,0.097,0.523,0.202,0.236,0.128,0.12,0.716,0.009,0.028,0.144298688,0.2209889,0.268415742,0.36629667,9,9,0.262,0.201,0.098,0.084,0.169,0.226,12,5.2,16.62,4769,990,a,11.1
2009,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.44,0.073,0.226,0.08,0.529,0.213,0.178,0.024,0.584,0.379,0,0.002,0.204040404,0.407070707,0.250505051,0.138383838,9,13,0.405,0.157,0.181,0.112,0.108,0.298,12,10.5,28.11,5769,2330,a,22.9
2010,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.434,0.108,0.305,0.186,0.518,0.291,0.147,0.828,0.002,0.153,0.01,0.005,0.265,0.252,0.267,0.216,14,6,0.207,0.176,0.065,0.084,0.175,0.177,9,3.9,13.45,3589,3150,a,24.1
2014,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.512,0.057,0.228,0.05,0.508,0.255,0.11,0.028,0.379,0.581,0.004,0.01,0.150451354,0.400200602,0.256770311,0.192577733,14,8,0.333,0.211,0.123,0.115,0.222,0.295,11,9.99,23.34,6160,8030,b,20.3
2018,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.506,0.061,0.13,0.074,0.46,0.21,0.18,0.031,0.012,0.89,0.026,0.007,0.103896104,0.427572428,0.328671329,0.13986014,10,10,0.284,0.192,0.077,0.063,0.212,0.226,12,,18.45,4150,5840,a,14
2025,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.381,0.069,0.267,0.205,0.37,0.2,0.136,0.229,0.038,0.68,0.047,0.001,0.221556886,0.352295409,0.30239521,0.123752495,9,6,0.306,0.275,0.093,0.055,0.219,0.211,13,,,3430,,a,17.5
2027,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Farm-dependent,0.573,0.028,0.112,0.045,0.5,0.226,0.228,0.006,0.003,0.972,0.002,0,0.065802592,0.384845464,0.361914257,0.187437687,10,12,0.307,0.147,0.092,0.062,0.156,0.32,12,,12.45,1940,2560,b,10
2028,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.386,0.086,0.269,0.061,0.514,0.231,0.183,0.015,0.336,0.635,0.006,0.005,0.202392822,0.410767697,0.251246261,0.13559322,13,14,0.346,0.258,0.129,0.134,0.079,0.344,11,6.62,18.06,4680,1720,b,21.7
2032,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.384,0.104,0.244,0.09,0.51,0.231,0.178,0.012,0.017,0.954,0.001,0,0.195171026,0.405432596,0.277665996,0.121730382,9,15,0.309,0.413,0.115,0.071,,0.278,11,,27.13,10650,5320,b,21.5
2033,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Federal/State government-dependent,0.262,0.077,0.161,0.06,0.331,0.098,0.211,0.062,0.185,0.751,0.002,0.003,0.196480938,0.522971652,0.189638319,0.090909091,4,11,0.331,0.334,0.113,0.063,,0.224,14,,30.07,,,a,24.3
2035,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.387,0.113,0.263,0.069,0.517,0.273,0.13,0.011,0.488,0.485,0.005,0.013,0.189989786,0.367722166,0.291113381,0.151174668,16,12,0.357,0.239,0.142,0.12,0.12,0.387,12,8.63,50.97,3470,3139,b,25.2
2036,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.528,0.043,0.156,0.048,0.516,0.233,0.126,0.181,0.171,0.462,0.004,0.154,0.08805668,0.142712551,0.190283401,0.578947368,13,6,0.186,0.077,0.074,0.076,0.142,0.167,13,2.4,4.29,860,740,a,6.9
2037,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.668,0.031,0.217,0.151,0.526,0.216,0.281,0.159,0.007,0.813,0.013,0,0.21,0.259,0.287,0.244,15,24,0.29,,0.125,,,0.293,9,,,,,b,12.1
2039,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.57,0.042,0.203,0.065,0.493,0.253,0.15,0.248,0.025,0.626,0.003,0.08,0.21506442,0.313181368,0.28543112,0.186323092,15,9,0.304,0.119,0.099,0.049,0.189,0.246,12,,12.49,1709,2050,a,14.3
2040,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.518,0.042,0.221,0.118,0.515,0.264,0.157,0.101,0.008,0.894,0.003,0.009,0.156530409,0.400797607,0.251246261,0.191425723,12,10,0.327,0.216,0.112,0.062,0.102,0.258,13,,19.45,2609,1560,a,9.6
2042,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.45,0.065,0.184,0.054,0.509,0.24,0.168,0.008,0.004,0.965,0.007,0.005,0.167164179,0.472636816,0.239800995,0.12039801,11,11,0.369,0.365,0.136,0.084,,0.344,13,3.5,17.94,6320,3169,a,15.5
2047,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.469,0.06,0.263,0.06,0.519,0.245,0.157,0.016,0.231,0.736,0,0.003,0.191489362,0.468085106,0.201621074,0.138804458,13,12,0.361,0.342,0.14,0.125,0.128,0.352,13,,30.37,1979,2220,b,21.6
2055,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.529,0.037,0.115,0.03,0.513,0.202,0.187,0.039,0.004,0.913,0.004,0.011,0.063189569,0.317953862,0.396188566,0.222668004,11,12,0.295,0.18,0.111,0.059,0.183,0.269,12,,12.28,1609,560,a,11.4
2057,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.491,0.052,0.123,0.059,0.485,0.173,0.227,0.002,0.008,0.964,0.008,0.007,0.103960396,0.416831683,0.311881188,0.167326733,9,13,0.283,0.144,0.114,0.049,0.215,0.223,11,,18.5,1399,1270,b,12.6
2060,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.454,0.04,0.199,0.088,0.495,0.271,0.142,0.054,0.009,0.924,0.012,0.003,0.06779661,0.314057827,0.396809571,0.221335992,13,7,0.24,0.135,0.082,0.085,0.144,0.223,11,,24.33,1830,1380,a,9.1
2065,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.512,0.063,0.15,0.056,0.489,0.237,0.174,0.023,0.008,0.945,0.002,0.004,0.088594705,0.406313646,0.317718941,0.187372709,11,12,0.363,0.245,0.122,0.084,0.145,0.304,8,,37.85,8159,16300,b,12.7
2066,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.42,0.087,0.231,0.055,0.514,0.223,0.195,0.017,0.117,0.841,0.003,0.006,0.199600798,0.341317365,0.323353293,0.135728543,11,13,0.34,0.283,0.136,0.095,0.119,0.383,13,3.2,29.53,2959,1899,b,21.8
2068,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.486,0.073,0.168,0.035,0.512,0.213,0.207,0.004,0.002,0.972,0.008,0.005,0.120361083,0.418254764,0.320962889,0.140421264,8,13,0.32,0.17,0.104,0.104,,0.282,12,,21.26,3559,3580,a,14.6
2074,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.527,0.051,0.208,0.089,0.497,0.256,0.143,0.023,0,0.958,0,0.007,0.121687929,0.44357213,0.26889107,0.165848871,13,10,0.283,0.221,0.11,0.087,0.114,0.285,13,,25.21,4399,2880,b,12.7
2076,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.267,0.096,0.199,0.059,0.453,0.205,0.127,0.032,0.064,0.894,0.003,0.01,0.280318092,0.39860835,0.256461233,0.064612326,10,10,0.388,0.378,0.122,0.15,0.133,0.373,13,,24.97,7200,4250,b,40.8
2077,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.409,0.057,0.173,0.054,0.501,0.274,0.085,0.084,0.185,0.664,0.01,0.02,0.078528827,0.308151093,0.368787276,0.244532803,18,6,0.302,0.271,0.095,0.081,0.18,0.281,14,6.7,13.77,2449,2300,a,14
2079,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.556,0.037,0.416,0.212,0.473,0.315,0.087,0.413,0.014,0.563,0.01,0.006,0.25633232,0.334346505,0.299898683,0.109422492,20,7,0.287,,0.093,0.081,,0.267,11,,28.04,3509,1369,b,12
2080,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.36,0.055,0.299,0.1,0.497,0.342,0.103,0.031,0,0.306,0.653,0,0.180376611,0.338949455,0.319127849,0.161546085,20,8,0.396,0.324,0.17,0.062,0.241,0.299,10,,84.68,4210,,a,47
2083,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.45,0.067,0.135,0.054,0.477,0.176,0.206,0.022,0.021,0.93,0.004,0.011,0.113432836,0.342288557,0.304477612,0.239800995,8,10,0.27,0.134,0.101,0.078,0.178,0.223,11,,13.42,3450,3009,b,12.9
2087,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.481,0.054,0.146,0.032,0.502,0.233,0.199,0.027,0.017,0.945,0.01,0.007,0.103935419,0.390514632,0.331987891,0.173562059,11,14,0.301,,0.108,0.097,,0.282,13,,20.31,2760,1749,a,11.2
2088,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.471,0.023,0.203,0.093,0.504,0.255,0.177,0.021,0.001,0.862,0.098,0.004,0.151057402,0.302114804,0.297079557,0.249748238,14,8,0.356,0.135,0.104,0.05,0.162,0.304,11,,,5360,579,a,12.5
2090,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.636,0.04,0.287,0.136,0.496,0.132,0.281,0.003,0.001,0.979,0.002,0.002,0.165680473,0.376725838,0.235700197,0.221893491,8,16,0.272,,0.118,,,0.257,13,,,2240,2259,b,14.3
2091,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.516,0.048,0.151,0.073,0.498,0.251,0.147,0.023,0.02,0.944,0.002,0.012,0.058116232,0.327655311,0.325651303,0.288577154,10,8,0.295,0.207,0.104,0.076,0.168,0.251,14,,8.56,2650,1329,a,6.6
2094,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.53,0.04,0.184,0.097,0.486,0.258,0.158,0.258,0.036,0.626,0.023,0.057,0.221221221,0.346346346,0.303303303,0.129129129,17,8,0.273,0.097,0.097,0.054,0.093,0.252,13,,23.32,1959,1260,a,13.2
2096,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.511,0.054,0.14,0.048,0.502,0.249,0.147,0.112,0.119,0.726,0.007,0.016,0.110557769,0.304780877,0.343625498,0.241035857,12,9,0.318,0.225,0.093,0.095,0.231,0.234,12,2.9,8.73,1769,1830,a,12.9
2101,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.473,0.056,0.141,0.039,0.51,0.231,0.198,0.029,0.002,0.953,0.013,0.003,0.108190091,0.39231547,0.339737108,0.159757331,12,15,0.312,,0.108,0.093,,0.311,13,,22.27,2879,1390,b,11.9
2105,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Recreation,0.466,0.064,0.133,0.04,0.49,0.196,0.177,0.02,0.014,0.95,0,0,0.096868885,0.38258317,0.318982388,0.201565558,9,9,0.289,0.284,0.105,0.064,0.25,0.272,12,,10.02,4610,1540,a,13.3
2108,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.505,0.059,0.365,0.162,0.51,0.266,0.098,0.384,0.218,0.328,0.011,0.06,0.226095618,0.232071713,0.25498008,0.28685259,16,6,0.311,0.148,0.085,0.076,0.147,0.249,10,9.11,11.32,1409,1599,b,19.1
2117,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.495,0.043,0.285,0.15,0.5,0.236,0.203,0.01,0.007,0.971,0.003,0.002,0.164519326,0.418235877,0.257680872,0.159563925,14,14,0.326,,0.108,0.063,,0.307,10,,,4159,1030,b,19.3
2119,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.626,0.02,0.19,0.099,0.49,0.221,0.196,0.049,0.009,0.913,0,0.017,0.08234127,0.350198413,0.386904762,0.180555556,13,10,0.321,0.239,0.132,0.053,,0.282,13,,,1390,1390,a,9.4
2121,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.47,0.043,0.184,0.09,0.512,0.172,0.281,0.015,0.084,0.87,0.013,0.004,0.077001013,0.332320162,0.299898683,0.290780142,6,10,0.274,0.246,0.136,0.078,,0.249,12,,22.8,8970,4480,b,10.3
